name,action-time-start,action-time-end,action-total-seconds,worker,cycle
store-training-context,1713190135.7934916,1713190136.455177,0.66169,0f6c6657-b591-4523-935d-1abd09835f5e,1
preprocess-into-train-test-and-evalute-tensors,1713190150.2562358,1713190155.5140362,5.2578,0f6c6657-b591-4523-935d-1abd09835f5e,1
local-model-training,1713190210.2567608,1713190297.356974,87.10021,0f6c6657-b591-4523-935d-1abd09835f5e,1
store-training-context,1713190464.8984814,1713190465.0421865,0.14371,0f6c6657-b591-4523-935d-1abd09835f5e,2
preprocess-into-train-test-and-evalute-tensors,1713190480.2549999,1713190485.3158207,5.06082,0f6c6657-b591-4523-935d-1abd09835f5e,2
local-model-training,1713190510.2563424,1713190593.1069903,82.85065,0f6c6657-b591-4523-935d-1abd09835f5e,2
store-training-context,1713190743.3726213,1713190743.528209,0.15559,0f6c6657-b591-4523-935d-1abd09835f5e,3
preprocess-into-train-test-and-evalute-tensors,1713190750.2567112,1713190755.4836974,5.22699,0f6c6657-b591-4523-935d-1abd09835f5e,3
local-model-training,1713190810.2589655,1713190909.0760467,98.81708,0f6c6657-b591-4523-935d-1abd09835f5e,3
store-training-context,1713191066.420915,1713191066.765425,0.34451,0f6c6657-b591-4523-935d-1abd09835f5e,4
preprocess-into-train-test-and-evalute-tensors,1713191080.2568054,1713191086.1861067,5.9293,0f6c6657-b591-4523-935d-1abd09835f5e,4
local-model-training,1713191110.257633,1713191210.6238408,100.36621,0f6c6657-b591-4523-935d-1abd09835f5e,4
store-training-context,1713191427.2047346,1713191427.3703985,0.16566,0f6c6657-b591-4523-935d-1abd09835f5e,5
preprocess-into-train-test-and-evalute-tensors,1713191440.2557313,1713191445.7588067,5.50308,0f6c6657-b591-4523-935d-1abd09835f5e,5
local-model-training,1713191470.2641356,1713191567.8155234,97.55139,0f6c6657-b591-4523-935d-1abd09835f5e,5
store-training-context,1713190145.1223838,1713190145.9765382,0.85415,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,1
preprocess-into-train-test-and-evalute-tensors,1713190150.22844,1713190154.9772139,4.74877,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,1
local-model-training,1713190210.2285147,1713190298.4435403,88.21503,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,1
store-training-context,1713190456.4079216,1713190456.5096135,0.10169,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,2
preprocess-into-train-test-and-evalute-tensors,1713190480.2274892,1713190485.4891453,5.26166,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,2
local-model-training,1713190510.2282057,1713190591.93259,81.70438,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,2
store-training-context,1713190735.0938437,1713190735.2339296,0.14009,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,3
preprocess-into-train-test-and-evalute-tensors,1713190750.2283018,1713190755.4885159,5.26021,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,3
local-model-training,1713190810.229908,1713190908.5332856,98.30338,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,3
store-training-context,1713191057.2767062,1713191057.4753647,0.19866,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,4
preprocess-into-train-test-and-evalute-tensors,1713191080.2276247,1713191086.2013068,5.97368,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,4
local-model-training,1713191110.2295957,1713191209.1230187,98.89342,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,4
store-training-context,1713191416.7068365,1713191416.959216,0.25238,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,5
preprocess-into-train-test-and-evalute-tensors,1713191440.228356,1713191446.3438792,6.11552,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,5
local-model-training,1713191470.2296112,1713191568.149083,97.91947,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,5
store-training-context,1713191611.5249887,1713191611.6210356,0.09605,a53e6dc2-a4dd-4514-b9f8-0f337fbc6816,6
store-training-context,1713190139.8450336,1713190140.7408097,0.89578,af5b7dae-cb38-4c82-994d-4e8b8c198a27,1
preprocess-into-train-test-and-evalute-tensors,1713190150.2578304,1713190154.9780319,4.7202,af5b7dae-cb38-4c82-994d-4e8b8c198a27,1
local-model-training,1713190210.2566226,1713190297.351587,87.09496,af5b7dae-cb38-4c82-994d-4e8b8c198a27,1
store-training-context,1713190468.5403495,1713190468.6850731,0.14472,af5b7dae-cb38-4c82-994d-4e8b8c198a27,2
preprocess-into-train-test-and-evalute-tensors,1713190480.2572563,1713190485.6022992,5.34504,af5b7dae-cb38-4c82-994d-4e8b8c198a27,2
local-model-training,1713190510.2568262,1713190592.124845,81.86802,af5b7dae-cb38-4c82-994d-4e8b8c198a27,2
store-training-context,1713190747.45498,1713190747.6044102,0.14943,af5b7dae-cb38-4c82-994d-4e8b8c198a27,3
preprocess-into-train-test-and-evalute-tensors,1713190750.2556536,1713190755.4855072,5.22985,af5b7dae-cb38-4c82-994d-4e8b8c198a27,3
local-model-training,1713190810.2594984,1713190908.9130955,98.6536,af5b7dae-cb38-4c82-994d-4e8b8c198a27,3
store-training-context,1713191071.4361396,1713191071.6379414,0.2018,af5b7dae-cb38-4c82-994d-4e8b8c198a27,4
preprocess-into-train-test-and-evalute-tensors,1713191080.2557948,1713191086.3197377,6.06394,af5b7dae-cb38-4c82-994d-4e8b8c198a27,4
local-model-training,1713191110.2572472,1713191210.7018766,100.44463,af5b7dae-cb38-4c82-994d-4e8b8c198a27,4
store-training-context,1713191422.4249313,1713191422.6286843,0.20375,af5b7dae-cb38-4c82-994d-4e8b8c198a27,5
preprocess-into-train-test-and-evalute-tensors,1713191440.2556264,1713191445.4875815,5.23196,af5b7dae-cb38-4c82-994d-4e8b8c198a27,5
local-model-training,1713191470.2587793,1713191569.4664168,99.20764,af5b7dae-cb38-4c82-994d-4e8b8c198a27,5
store-training-context,1713191611.7266014,1713191611.838854,0.11225,af5b7dae-cb38-4c82-994d-4e8b8c198a27,6
store-training-context,1713190149.460219,1713190150.1654677,0.70525,d23a4790-2964-4b15-99ec-eee56d5c60bd,1
preprocess-into-train-test-and-evalute-tensors,1713190150.2571135,1713190155.5134082,5.25629,d23a4790-2964-4b15-99ec-eee56d5c60bd,1
local-model-training,1713190210.258196,1713190297.8631613,87.60497,d23a4790-2964-4b15-99ec-eee56d5c60bd,1
store-training-context,1713190461.0081618,1713190461.1670256,0.15886,d23a4790-2964-4b15-99ec-eee56d5c60bd,2
preprocess-into-train-test-and-evalute-tensors,1713190480.2566528,1713190485.5633805,5.30673,d23a4790-2964-4b15-99ec-eee56d5c60bd,2
local-model-training,1713190510.2576036,1713190593.1592824,82.90168,d23a4790-2964-4b15-99ec-eee56d5c60bd,2
store-training-context,1713190738.9545598,1713190739.094387,0.13983,d23a4790-2964-4b15-99ec-eee56d5c60bd,3
preprocess-into-train-test-and-evalute-tensors,1713190750.2571614,1713190755.7486448,5.49148,d23a4790-2964-4b15-99ec-eee56d5c60bd,3
local-model-training,1713190810.2600353,1713190908.539275,98.27924,d23a4790-2964-4b15-99ec-eee56d5c60bd,3
store-training-context,1713191062.1116395,1713191062.2299578,0.11832,d23a4790-2964-4b15-99ec-eee56d5c60bd,4
preprocess-into-train-test-and-evalute-tensors,1713191080.256813,1713191086.2021606,5.94535,d23a4790-2964-4b15-99ec-eee56d5c60bd,4
local-model-training,1713191110.2582388,1713191209.8553753,99.59714,d23a4790-2964-4b15-99ec-eee56d5c60bd,4
store-training-context,1713191432.0251596,1713191432.1435544,0.11839,d23a4790-2964-4b15-99ec-eee56d5c60bd,5
preprocess-into-train-test-and-evalute-tensors,1713191440.2565792,1713191446.1032917,5.84671,d23a4790-2964-4b15-99ec-eee56d5c60bd,5
local-model-training,1713191470.260149,1713191567.8284335,97.56828,d23a4790-2964-4b15-99ec-eee56d5c60bd,5
